tmdb_id,Adventure,Fantasy,Animation,Drama,Horror,Action,Comedy,History,Western,Thriller,Crime,Documentary,Science Fiction,Mystery,Music,Romance,Family,War,TVMovie,Foreign
14091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14092,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14096,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14097,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14098,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14105,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
14108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14111,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14122,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14125,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14127,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
14128,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14132,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14135,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14138,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14139,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14140,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
14141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14142,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14145,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14148,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
14149,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14152,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
14156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
14157,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
14158,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14160,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14161,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14164,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
14166,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14168,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14171,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14172,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14173,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
14174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14180,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14181,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14187,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14190,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14191,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
14192,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14193,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
14194,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14200,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14207,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14208,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14209,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14211,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14212,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14214,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14215,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14216,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14219,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14223,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14224,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14228,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14229,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14232,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14233,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14235,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14236,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14237,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14239,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14240,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14241,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
14242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14247,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14248,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14249,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
14251,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14252,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14254,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14255,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14256,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14257,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14258,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14262,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14267,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14272,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14280,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14282,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14283,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
14284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14285,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
14286,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14289,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14290,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14293,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14298,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14299,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
14301,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14305,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
14306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14310,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14312,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14313,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14324,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14328,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14330,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
14337,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14342,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14348,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14351,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14353,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
14355,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14359,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14361,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14362,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14365,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
14367,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
14368,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14372,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14373,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14384,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14387,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14389,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14390,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14392,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14394,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14396,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
14400,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14403,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14405,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14409,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14411,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14412,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
14413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14415,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14416,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14417,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14419,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14422,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14423,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14424,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
14430,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
14432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14433,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
14434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14435,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14439,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14440,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14442,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14443,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
14444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14447,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14449,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14451,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14452,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14453,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14455,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14457,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14458,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14462,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14463,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
14464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14467,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14468,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14469,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14474,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14475,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14478,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14482,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14483,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14485,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14491,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14492,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14498,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14499,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14506,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14510,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14512,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14517,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
14518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14522,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14524,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14537,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14538,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14539,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14544,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14547,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14548,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
14549,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14554,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
14555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
